"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
HHS Regions,Region 10,2021,32,4286,0,0,0,0,0
HHS Regions,Region 1,2021,33,1530,0,0,0,0,0
HHS Regions,Region 2,2021,33,4285,2,0,0.0466744,0.0466744,0
HHS Regions,Region 3,2021,33,2873,0,0,0,0,0
HHS Regions,Region 4,2021,33,1515,5,3,0.528053,0.330033,0.19802
HHS Regions,Region 5,2021,33,6349,2,2,0.063002,0.031501,0.031501
HHS Regions,Region 6,2021,33,5635,5,4,0.159716,0.0887311,0.0709849
HHS Regions,Region 7,2021,33,2030,0,0,0,0,0
HHS Regions,Region 8,2021,33,2307,0,0,0,0,0
HHS Regions,Region 9,2021,33,2607,0,0,0,0,0
HHS Regions,Region 10,2021,33,4339,0,1,0.0230468,0,0.0230468
HHS Regions,Region 1,2021,34,1428,0,0,0,0,0
HHS Regions,Region 2,2021,34,4707,0,0,0,0,0
HHS Regions,Region 3,2021,34,3492,0,0,0,0,0
HHS Regions,Region 4,2021,34,2197,4,5,0.40965,0.182066,0.227583
HHS Regions,Region 5,2021,34,7356,2,2,0.0543774,0.0271887,0.0271887
HHS Regions,Region 6,2021,34,10164,4,2,0.0590319,0.0393546,0.0196773
HHS Regions,Region 7,2021,34,2150,0,0,0,0,0
HHS Regions,Region 8,2021,34,2501,1,1,0.079968,0.039984,0.039984
HHS Regions,Region 9,2021,34,2738,1,1,0.073046,0.036523,0.036523
HHS Regions,Region 10,2021,34,3374,1,0,0.0296384,0.0296384,0
HHS Regions,Region 1,2021,35,1558,0,0,0,0,0
HHS Regions,Region 2,2021,35,4628,1,0,0.0216076,0.0216076,0
HHS Regions,Region 3,2021,35,3523,0,1,0.0283849,0,0.0283849
HHS Regions,Region 4,2021,35,1929,4,2,0.311042,0.207361,0.103681
HHS Regions,Region 5,2021,35,7664,5,3,0.104384,0.0652401,0.0391441
HHS Regions,Region 6,2021,35,9823,5,4,0.0916217,0.0509009,0.0407208
HHS Regions,Region 7,2021,35,2421,0,1,0.0413052,0,0.0413052
HHS Regions,Region 8,2021,35,2886,0,0,0,0,0
HHS Regions,Region 9,2021,35,2378,6,2,0.336417,0.252313,0.0841043
HHS Regions,Region 10,2021,35,4307,1,0,0.023218,0.023218,0
HHS Regions,Region 1,2021,36,1420,0,0,0,0,0
HHS Regions,Region 2,2021,36,4479,1,0,0.0223264,0.0223264,0
HHS Regions,Region 3,2021,36,3492,0,0,0,0,0
HHS Regions,Region 4,2021,36,1727,0,0,0,0,0
HHS Regions,Region 5,2021,36,8487,1,2,0.0353482,0.0117827,0.0235655
HHS Regions,Region 6,2021,36,5167,5,5,0.193536,0.096768,0.096768
HHS Regions,Region 7,2021,36,2789,0,0,0,0,0
HHS Regions,Region 8,2021,36,2668,0,0,0,0,0
HHS Regions,Region 9,2021,36,2441,3,2,0.204834,0.1229,0.0819336
HHS Regions,Region 10,2021,36,4242,1,0,0.0235738,0.0235738,0
HHS Regions,Region 1,2021,37,1556,1,1,0.128535,0.0642674,0.0642674
HHS Regions,Region 2,2021,37,4944,1,1,0.0404531,0.0202265,0.0202265
HHS Regions,Region 3,2021,37,3708,2,0,0.0539374,0.0539374,0
HHS Regions,Region 4,2021,37,2728,5,2,0.256598,0.183284,0.0733138
HHS Regions,Region 5,2021,37,9934,1,0,0.0100664,0.0100664,0
HHS Regions,Region 6,2021,37,8205,1,4,0.0609385,0.0121877,0.0487508
HHS Regions,Region 7,2021,37,3076,0,1,0.0325098,0,0.0325098
HHS Regions,Region 8,2021,37,2668,0,2,0.0749625,0,0.0749625
HHS Regions,Region 9,2021,37,2337,0,2,0.0855798,0,0.0855798
HHS Regions,Region 10,2021,37,4354,0,1,0.0229674,0,0.0229674
HHS Regions,Region 1,2021,38,1790,0,0,0,0,0
HHS Regions,Region 2,2021,38,5389,0,0,0,0,0
HHS Regions,Region 3,2021,38,3587,3,1,0.111514,0.0836353,0.0278784
HHS Regions,Region 4,2021,38,2854,0,3,0.105116,0,0.105116
HHS Regions,Region 5,2021,38,7633,5,5,0.13101,0.065505,0.065505
HHS Regions,Region 6,2021,38,7807,3,5,0.102472,0.0384271,0.0640451
HHS Regions,Region 7,2021,38,2375,0,0,0,0,0
HHS Regions,Region 8,2021,38,2585,0,1,0.0386847,0,0.0386847
HHS Regions,Region 9,2021,38,2050,1,2,0.146341,0.0487805,0.097561
HHS Regions,Region 10,2021,38,4564,0,0,0,0,0
HHS Regions,Region 1,2021,39,2079,1,2,0.1443,0.0481,0.0962001
HHS Regions,Region 2,2021,39,5507,3,2,0.0907935,0.0544761,0.0363174
HHS Regions,Region 3,2021,39,3508,0,2,0.0570125,0,0.0570125
HHS Regions,Region 4,2021,39,2889,4,5,0.311526,0.138456,0.17307
HHS Regions,Region 5,2021,39,10784,9,2,0.102003,0.083457,0.018546
HHS Regions,Region 6,2021,39,7742,4,6,0.129166,0.0516662,0.0774994
HHS Regions,Region 7,2021,39,2246,0,1,0.0445236,0,0.0445236
HHS Regions,Region 8,2021,39,2992,1,0,0.0334225,0.0334225,0
HHS Regions,Region 9,2021,39,2266,7,3,0.441306,0.308914,0.132392
HHS Regions,Region 10,2021,39,4243,0,0,0,0,0
HHS Regions,Region 1,2021,40,2090,1,1,0.0956938,0.0478469,0.0478469
HHS Regions,Region 2,2021,40,5647,5,3,0.141668,0.0885426,0.0531256
HHS Regions,Region 3,2021,40,3103,1,2,0.0966806,0.0322269,0.0644538
HHS Regions,Region 4,2021,40,3205,8,7,0.468019,0.24961,0.218409
HHS Regions,Region 5,2021,40,10822,13,10,0.21253,0.120126,0.0924044
HHS Regions,Region 6,2021,40,11678,5,5,0.0856311,0.0428156,0.0428156
HHS Regions,Region 7,2021,40,2677,0,1,0.0373552,0,0.0373552
HHS Regions,Region 8,2021,40,3030,1,2,0.0990099,0.0330033,0.0660066
HHS Regions,Region 9,2021,40,2667,6,5,0.412448,0.224972,0.187477
HHS Regions,Region 10,2021,40,4769,1,1,0.0419375,0.0209688,0.0209688
HHS Regions,Region 1,2021,41,2203,0,1,0.0453926,0,0.0453926
HHS Regions,Region 2,2021,41,5294,4,2,0.113336,0.0755572,0.0377786
HHS Regions,Region 3,2021,41,3173,2,2,0.126064,0.0630318,0.0630318
HHS Regions,Region 4,2021,41,3588,1,8,0.250836,0.0278707,0.222965
HHS Regions,Region 5,2021,41,9720,7,7,0.144033,0.0720165,0.0720165
HHS Regions,Region 6,2021,41,8638,3,6,0.104191,0.0347303,0.0694605
HHS Regions,Region 7,2021,41,2493,0,0,0,0,0
HHS Regions,Region 8,2021,41,2884,0,2,0.0693481,0,0.0693481
HHS Regions,Region 9,2021,41,2996,7,4,0.367156,0.233645,0.133511
HHS Regions,Region 10,2021,41,5324,0,0,0,0,0
HHS Regions,Region 1,2021,42,2175,0,1,0.045977,0,0.045977
HHS Regions,Region 2,2021,42,5296,4,4,0.151057,0.0755287,0.0755287
HHS Regions,Region 3,2021,42,3319,0,1,0.0301296,0,0.0301296
HHS Regions,Region 4,2021,42,3579,1,4,0.139704,0.0279408,0.111763
HHS Regions,Region 5,2021,42,9728,9,12,0.215872,0.0925164,0.123355
HHS Regions,Region 6,2021,42,9555,5,12,0.177917,0.0523286,0.125589
HHS Regions,Region 7,2021,42,3208,1,1,0.0623441,0.0311721,0.0311721
HHS Regions,Region 8,2021,42,3543,1,1,0.0564493,0.0282247,0.0282247
HHS Regions,Region 9,2021,42,3123,5,1,0.192123,0.160102,0.0320205
HHS Regions,Region 10,2021,42,5387,0,2,0.0371264,0,0.0371264
HHS Regions,Region 1,2021,43,1925,3,0,0.155844,0.155844,0
HHS Regions,Region 2,2021,43,5521,2,2,0.0724506,0.0362253,0.0362253
HHS Regions,Region 3,2021,43,2967,42,0,1.41557,1.41557,0
HHS Regions,Region 4,2021,43,3902,12,9,0.538186,0.307535,0.230651
HHS Regions,Region 5,2021,43,9978,10,4,0.140309,0.10022,0.0400882
HHS Regions,Region 6,2021,43,9058,7,9,0.176639,0.0772798,0.0993597
HHS Regions,Region 7,2021,43,3232,0,2,0.0618812,0,0.0618812
HHS Regions,Region 8,2021,43,3072,2,1,0.0976563,0.0651042,0.0325521
HHS Regions,Region 9,2021,43,6505,19,2,0.322829,0.292083,0.0307456
HHS Regions,Region 10,2021,43,5754,2,4,0.104275,0.0347584,0.0695169
HHS Regions,Region 1,2021,44,2201,8,1,0.408905,0.363471,0.0454339
HHS Regions,Region 2,2021,44,5720,16,1,0.297203,0.27972,0.0174825
HHS Regions,Region 3,2021,44,3337,15,0,0.449506,0.449506,0
HHS Regions,Region 4,2021,44,4445,28,11,0.87739,0.629921,0.247469
HHS Regions,Region 5,2021,44,12133,24,11,0.288469,0.197808,0.0906618
HHS Regions,Region 6,2021,44,9140,4,4,0.0875274,0.0437637,0.0437637
HHS Regions,Region 7,2021,44,3492,3,1,0.114548,0.0859107,0.0286369
HHS Regions,Region 8,2021,44,3980,3,1,0.100503,0.0753769,0.0251256
HHS Regions,Region 9,2021,44,6807,23,5,0.411341,0.337887,0.0734538
HHS Regions,Region 10,2021,44,5780,0,2,0.0346021,0,0.0346021
HHS Regions,Region 1,2021,45,2409,59,3,2.57368,2.44915,0.124533
HHS Regions,Region 2,2021,45,6240,45,2,0.753205,0.721154,0.0320513
HHS Regions,Region 3,2021,45,3304,29,2,0.938257,0.877724,0.0605327
HHS Regions,Region 4,2021,45,5053,63,10,1.44469,1.24678,0.197902
HHS Regions,Region 5,2021,45,14182,34,4,0.267945,0.239741,0.0282048
HHS Regions,Region 6,2021,45,10905,28,4,0.293443,0.256763,0.0366804
HHS Regions,Region 7,2021,45,3655,7,0,0.191518,0.191518,0
HHS Regions,Region 8,2021,45,4514,8,2,0.221533,0.177226,0.0443066
HHS Regions,Region 9,2021,45,6965,33,2,0.502513,0.473798,0.028715
HHS Regions,Region 10,2021,45,6041,3,7,0.165536,0.0496607,0.115875
HHS Regions,Region 1,2021,46,2788,72,1,2.61836,2.5825,0.035868
HHS Regions,Region 2,2021,46,5980,66,7,1.22074,1.10368,0.117057
HHS Regions,Region 3,2021,46,3763,30,1,0.823811,0.797236,0.0265745
HHS Regions,Region 4,2021,46,4911,75,14,1.81226,1.52718,0.285074
HHS Regions,Region 5,2021,46,21808,251,7,1.18305,1.15095,0.0320983
HHS Regions,Region 6,2021,46,11566,112,6,1.02023,0.968356,0.0518762
HHS Regions,Region 7,2021,46,4487,8,1,0.200579,0.178293,0.0222866
HHS Regions,Region 8,2021,46,4588,19,1,0.43592,0.414124,0.021796
HHS Regions,Region 9,2021,46,6843,47,4,0.745287,0.686833,0.0584539
HHS Regions,Region 10,2021,46,6171,7,3,0.162048,0.113434,0.0486145
HHS Regions,Region 1,2021,47,2825,95,1,3.39823,3.36283,0.0353982
HHS Regions,Region 2,2021,47,5667,90,0,1.58814,1.58814,0
HHS Regions,Region 3,2021,47,3714,49,1,1.34626,1.31933,0.0269251
HHS Regions,Region 4,2021,47,5175,127,7,2.58937,2.45411,0.135266
HHS Regions,Region 5,2021,47,22343,617,8,2.7973,2.76149,0.0358054
HHS Regions,Region 6,2021,47,10271,153,9,1.57726,1.48963,0.0876254
HHS Regions,Region 7,2021,47,4343,45,1,1.05918,1.03615,0.0230256
HHS Regions,Region 8,2021,47,4054,16,2,0.444006,0.394672,0.049334
HHS Regions,Region 9,2021,47,7502,77,5,1.09304,1.02639,0.0666489
HHS Regions,Region 10,2021,47,5994,16,5,0.35035,0.266934,0.0834168
HHS Regions,Region 1,2021,48,4331,273,1,6.32648,6.30339,0.0230894
HHS Regions,Region 2,2021,48,7271,222,3,3.09448,3.05323,0.0412598
HHS Regions,Region 3,2021,48,4117,108,1,2.64756,2.62327,0.0242895
HHS Regions,Region 4,2021,48,7310,247,15,3.58413,3.37893,0.205198
HHS Regions,Region 5,2021,48,21395,787,13,3.73919,3.67843,0.0607619
HHS Regions,Region 6,2021,48,13257,340,16,2.68537,2.56468,0.120691
HHS Regions,Region 7,2021,48,6529,155,1,2.38934,2.37402,0.0153163
HHS Regions,Region 8,2021,48,4749,59,1,1.26342,1.24237,0.0210571
HHS Regions,Region 9,2021,48,9134,184,11,2.13488,2.01445,0.120429
HHS Regions,Region 10,2021,48,7155,20,9,0.405311,0.279525,0.125786
HHS Regions,Region 1,2021,49,4714,489,5,10.4794,10.3734,0.106067
HHS Regions,Region 2,2021,49,7614,317,1,4.17652,4.16338,0.0131337
HHS Regions,Region 3,2021,49,4790,174,3,3.6952,3.63257,0.0626305
HHS Regions,Region 4,2021,49,6499,366,5,5.70857,5.63164,0.0769349
HHS Regions,Region 5,2021,49,32856,1423,25,4.40711,4.33102,0.0760896
HHS Regions,Region 6,2021,49,13689,595,5,4.38308,4.34656,0.0365257
HHS Regions,Region 7,2021,49,6968,248,0,3.55913,3.55913,0
HHS Regions,Region 8,2021,49,4187,74,0,1.76738,1.76738,0
HHS Regions,Region 9,2021,49,9299,190,2,2.06474,2.04323,0.0215077
HHS Regions,Region 10,2021,49,7166,37,5,0.586101,0.516327,0.0697739
HHS Regions,Region 1,2021,50,5391,513,3,9.57151,9.51586,0.0556483
HHS Regions,Region 2,2021,50,7804,448,2,5.76627,5.74065,0.0256279
HHS Regions,Region 3,2021,50,5471,361,0,6.59843,6.59843,0
HHS Regions,Region 4,2021,50,7378,531,12,7.35972,7.19707,0.162646
HHS Regions,Region 5,2021,50,38342,2846,20,7.47483,7.42267,0.0521621
HHS Regions,Region 6,2021,50,14606,1013,10,7.00397,6.93551,0.068465
HHS Regions,Region 7,2021,50,7811,471,1,6.04276,6.02996,0.0128025
HHS Regions,Region 8,2021,50,4054,206,0,5.0814,5.0814,0
HHS Regions,Region 9,2021,50,9674,244,5,2.57391,2.52222,0.0516849
HHS Regions,Region 10,2021,50,7665,48,8,0.730594,0.626223,0.104371
HHS Regions,Region 1,2021,51,6278,442,5,7.1201,7.04046,0.0796432
HHS Regions,Region 2,2021,51,10151,405,3,4.01931,3.98975,0.0295537
HHS Regions,Region 3,2021,51,6112,305,2,5.02291,4.99018,0.0327225
HHS Regions,Region 4,2021,51,11119,506,27,4.7936,4.55077,0.242828
HHS Regions,Region 5,2021,51,46067,3270,12,7.12441,7.09836,0.026049
HHS Regions,Region 6,2021,51,15118,1005,13,6.73369,6.6477,0.0859902
HHS Regions,Region 7,2021,51,8626,655,0,7.59332,7.59332,0
HHS Regions,Region 8,2021,51,5005,333,0,6.65335,6.65335,0
HHS Regions,Region 9,2021,51,10462,243,4,2.36093,2.32269,0.0382336
HHS Regions,Region 10,2021,51,7966,76,12,1.10469,0.954055,0.15064
HHS Regions,Region 1,2021,52,7545,356,3,4.75812,4.71836,0.0397614
HHS Regions,Region 2,2021,52,11240,284,6,2.58007,2.52669,0.0533808
HHS Regions,Region 3,2021,52,7336,282,1,3.85769,3.84406,0.0136314
HHS Regions,Region 4,2021,52,19391,407,42,2.31551,2.09891,0.216595
HHS Regions,Region 5,2021,52,49186,2786,31,5.72724,5.66421,0.0630261
HHS Regions,Region 6,2021,52,18898,822,15,4.42904,4.34967,0.0793735
HHS Regions,Region 7,2021,52,9042,566,1,6.27074,6.25968,0.0110595
HHS Regions,Region 8,2021,52,6654,362,2,5.47039,5.44034,0.0300571
HHS Regions,Region 9,2021,52,8471,156,0,1.84158,1.84158,0
HHS Regions,Region 10,2021,52,9277,67,8,0.808451,0.722216,0.0862348
HHS Regions,Region 1,2022,1,6552,163,1,2.50305,2.48779,0.0152625
HHS Regions,Region 2,2022,1,11116,136,2,1.24145,1.22346,0.0179921
HHS Regions,Region 3,2022,1,6852,127,1,1.86807,1.85347,0.0145943
HHS Regions,Region 4,2022,1,15137,147,20,1.10326,0.97113,0.132127
HHS Regions,Region 5,2022,1,46567,1595,21,3.47027,3.42517,0.0450963
HHS Regions,Region 6,2022,1,19955,546,9,2.78126,2.73616,0.0451015
HHS Regions,Region 7,2022,1,12556,405,0,3.22555,3.22555,0
HHS Regions,Region 8,2022,1,6421,278,1,4.34512,4.32954,0.0155739
HHS Regions,Region 9,2022,1,15231,165,1,1.08988,1.08332,0.00656556
HHS Regions,Region 10,2022,1,10485,44,12,0.534096,0.419647,0.114449
HHS Regions,Region 1,2022,2,5363,70,1,1.32389,1.30524,0.0186463
HHS Regions,Region 2,2022,2,9241,52,0,0.56271,0.56271,0
HHS Regions,Region 3,2022,2,7251,104,2,1.46187,1.43428,0.0275824
HHS Regions,Region 4,2022,2,13648,106,13,0.871923,0.776671,0.0952521
HHS Regions,Region 5,2022,2,35221,989,29,2.89032,2.80798,0.0823372
HHS Regions,Region 6,2022,2,19284,462,9,2.44244,2.39577,0.0466708
HHS Regions,Region 7,2022,2,10822,270,0,2.49492,2.49492,0
HHS Regions,Region 8,2022,2,7138,410,4,5.79994,5.74391,0.0560381
HHS Regions,Region 9,2022,2,12672,87,2,0.702336,0.686553,0.0157828
HHS Regions,Region 10,2022,2,8784,50,12,0.705829,0.569217,0.136612
HHS Regions,Region 1,2022,3,4095,56,0,1.36752,1.36752,0
HHS Regions,Region 2,2022,3,7185,32,2,0.473208,0.445372,0.0278358
HHS Regions,Region 3,2022,3,5346,54,1,1.02881,1.0101,0.0187056
HHS Regions,Region 4,2022,3,12153,98,16,0.93804,0.806385,0.131655
HHS Regions,Region 5,2022,3,30764,937,10,3.07827,3.04577,0.0325055
HHS Regions,Region 6,2022,3,15624,346,16,2.31695,2.21454,0.102407
HHS Regions,Region 7,2022,3,8863,241,2,2.74174,2.71917,0.0225657
HHS Regions,Region 8,2022,3,5892,340,2,5.80448,5.77054,0.0339443
HHS Regions,Region 9,2022,3,9679,64,0,0.661225,0.661225,0
HHS Regions,Region 10,2022,3,7170,22,23,0.627615,0.306834,0.320781
HHS Regions,Region 1,2022,4,3445,38,1,1.13208,1.10305,0.0290276
HHS Regions,Region 2,2022,4,6098,22,0,0.360774,0.360774,0
HHS Regions,Region 3,2022,4,5251,59,0,1.1236,1.1236,0
HHS Regions,Region 4,2022,4,10036,96,9,1.04623,0.956556,0.0896772
HHS Regions,Region 5,2022,4,24529,731,12,3.02907,2.98015,0.0489217
HHS Regions,Region 6,2022,4,12464,284,2,2.29461,2.27856,0.0160462
HHS Regions,Region 7,2022,4,7086,221,1,3.13294,3.11883,0.0141123
HHS Regions,Region 8,2022,4,4118,193,2,4.73531,4.68674,0.0485673
HHS Regions,Region 9,2022,4,7158,46,1,0.656608,0.642638,0.0139704
HHS Regions,Region 10,2022,4,6939,32,18,0.720565,0.461162,0.259403
HHS Regions,Region 1,2022,5,3053,41,0,1.34294,1.34294,0
HHS Regions,Region 2,2022,5,5475,36,1,0.675799,0.657534,0.0182648
HHS Regions,Region 3,2022,5,4323,61,3,1.48045,1.41106,0.0693963
HHS Regions,Region 4,2022,5,7811,86,5,1.16502,1.10101,0.0640123
HHS Regions,Region 5,2022,5,18570,612,14,3.37103,3.29564,0.0753904
HHS Regions,Region 6,2022,5,8975,278,6,3.16435,3.09749,0.0668524
HHS Regions,Region 7,2022,5,5402,212,2,3.9615,3.92447,0.0370233
HHS Regions,Region 8,2022,5,3323,188,2,5.71772,5.65754,0.0601866
HHS Regions,Region 9,2022,5,6372,39,3,0.659134,0.612053,0.047081
HHS Regions,Region 10,2022,5,5589,17,5,0.39363,0.304169,0.0894614
HHS Regions,Region 1,2022,6,2955,35,0,1.18443,1.18443,0
HHS Regions,Region 2,2022,6,5806,30,1,0.53393,0.516707,0.0172236
HHS Regions,Region 3,2022,6,3913,89,3,2.35114,2.27447,0.0766675
HHS Regions,Region 4,2022,6,7030,103,13,1.65007,1.46515,0.184922
HHS Regions,Region 5,2022,6,16311,640,17,4.02796,3.92373,0.104224
HHS Regions,Region 6,2022,6,9078,401,5,4.47235,4.41727,0.0550782
HHS Regions,Region 7,2022,6,5178,267,1,5.17574,5.15643,0.0193125
HHS Regions,Region 8,2022,6,4417,220,0,4.98076,4.98076,0
HHS Regions,Region 9,2022,6,5157,38,1,0.756254,0.736863,0.0193911
HHS Regions,Region 10,2022,6,4955,32,6,0.766902,0.645812,0.12109
HHS Regions,Region 1,2022,7,2861,38,0,1.32821,1.32821,0
HHS Regions,Region 2,2022,7,5638,47,1,0.851366,0.833629,0.0177368
HHS Regions,Region 3,2022,7,3734,97,3,2.67809,2.59775,0.0803428
HHS Regions,Region 4,2022,7,8301,168,9,2.13227,2.02385,0.108421
HHS Regions,Region 5,2022,7,15031,849,27,5.82796,5.64833,0.179629
HHS Regions,Region 6,2022,7,9420,593,6,6.35881,6.29512,0.0636943
HHS Regions,Region 7,2022,7,5134,415,2,8.12232,8.08337,0.038956
HHS Regions,Region 8,2022,7,2874,215,1,7.51566,7.48086,0.0347947
HHS Regions,Region 9,2022,7,5055,49,0,0.969337,0.969337,0
HHS Regions,Region 10,2022,7,4905,54,16,1.42712,1.10092,0.326198
HHS Regions,Region 1,2022,8,2650,38,0,1.43396,1.43396,0
HHS Regions,Region 2,2022,8,5379,55,0,1.02249,1.02249,0
HHS Regions,Region 3,2022,8,3878,160,0,4.12584,4.12584,0
HHS Regions,Region 4,2022,8,8538,160,7,1.95596,1.87398,0.0819864
HHS Regions,Region 5,2022,8,14590,897,16,6.25771,6.14805,0.109664
HHS Regions,Region 6,2022,8,9176,774,5,8.48954,8.43505,0.05449
HHS Regions,Region 7,2022,8,4925,470,0,9.54315,9.54315,0
HHS Regions,Region 8,2022,8,2298,132,0,5.74413,5.74413,0
HHS Regions,Region 9,2022,8,4924,62,1,1.27945,1.25914,0.0203087
HHS Regions,Region 10,2022,8,4770,65,4,1.44654,1.36268,0.0838574
HHS Regions,Region 1,2022,9,2833,55,0,1.9414,1.9414,0
HHS Regions,Region 2,2022,9,5723,75,0,1.3105,1.3105,0
HHS Regions,Region 3,2022,9,3806,160,0,4.20389,4.20389,0
HHS Regions,Region 4,2022,9,7539,173,5,2.36106,2.29473,0.0663218
HHS Regions,Region 5,2022,9,13421,1051,30,8.05454,7.83101,0.22353
HHS Regions,Region 6,2022,9,10149,1230,3,12.149,12.1194,0.0295596
HHS Regions,Region 7,2022,9,5017,524,0,10.4445,10.4445,0
HHS Regions,Region 8,2022,9,2360,117,1,5,4.95763,0.0423729
HHS Regions,Region 9,2022,9,5138,97,0,1.88789,1.88789,0
HHS Regions,Region 10,2022,9,5093,130,4,2.63106,2.55252,0.0785392
HHS Regions,Region 1,2022,10,3006,70,1,2.36194,2.32868,0.0332668
HHS Regions,Region 2,2022,10,5937,114,0,1.92016,1.92016,0
HHS Regions,Region 3,2022,10,3669,218,4,6.0507,5.94167,0.109022
HHS Regions,Region 4,2022,10,8324,146,8,1.85007,1.75396,0.0961076
HHS Regions,Region 5,2022,10,13674,1200,13,8.87085,8.77578,0.0950709
HHS Regions,Region 6,2022,10,10810,1536,15,14.3478,14.2091,0.13876
HHS Regions,Region 7,2022,10,4370,553,3,12.7231,12.6545,0.0686499
HHS Regions,Region 8,2022,10,2177,123,0,5.64998,5.64998,0
HHS Regions,Region 9,2022,10,5149,116,0,2.25286,2.25286,0
HHS Regions,Region 10,2022,10,4893,130,10,2.86123,2.65686,0.204374
HHS Regions,Region 1,2022,11,3391,124,1,3.68623,3.65674,0.0294898
HHS Regions,Region 2,2022,11,6340,216,0,3.40694,3.40694,0
HHS Regions,Region 3,2022,11,3409,224,0,6.57084,6.57084,0
HHS Regions,Region 4,2022,11,7470,219,12,3.09237,2.93173,0.160643
HHS Regions,Region 5,2022,11,13873,1433,14,10.4303,10.3294,0.100915
HHS Regions,Region 6,2022,11,10889,1798,10,16.6039,16.5121,0.0918358
HHS Regions,Region 7,2022,11,4545,441,0,9.70297,9.70297,0
HHS Regions,Region 8,2022,11,2031,137,1,6.79468,6.74545,0.0492368
HHS Regions,Region 9,2022,11,5538,185,2,3.37667,3.34056,0.0361141
HHS Regions,Region 10,2022,11,5095,174,12,3.65064,3.41511,0.235525
HHS Regions,Region 1,2022,12,3348,165,0,4.92832,4.92832,0
HHS Regions,Region 2,2022,12,6908,424,0,6.13781,6.13781,0
HHS Regions,Region 3,2022,12,3456,239,0,6.91551,6.91551,0
HHS Regions,Region 4,2022,12,7842,229,9,3.03494,2.92017,0.114767
HHS Regions,Region 5,2022,12,15931,1728,8,10.897,10.8468,0.0502166
HHS Regions,Region 6,2022,12,11387,1735,5,15.2806,15.2367,0.0439097
HHS Regions,Region 7,2022,12,4464,370,0,8.28853,8.28853,0
HHS Regions,Region 8,2022,12,2023,121,0,5.98122,5.98122,0
HHS Regions,Region 9,2022,12,5712,266,0,4.65686,4.65686,0
HHS Regions,Region 10,2022,12,5510,206,14,3.99274,3.73866,0.254083
HHS Regions,Region 1,2022,13,3748,225,0,6.0032,6.0032,0
HHS Regions,Region 2,2022,13,7702,618,1,8.03687,8.02389,0.0129836
HHS Regions,Region 3,2022,13,3237,183,1,5.68428,5.65338,0.0308928
HHS Regions,Region 4,2022,13,7626,298,5,3.97325,3.90768,0.0655652
HHS Regions,Region 5,2022,13,14964,1575,82,11.0732,10.5253,0.547982
HHS Regions,Region 6,2022,13,11232,1722,13,15.4469,15.3312,0.115741
HHS Regions,Region 7,2022,13,4697,328,1,7.00447,6.98318,0.0212902
HHS Regions,Region 8,2022,13,1976,168,0,8.50202,8.50202,0
HHS Regions,Region 9,2022,13,5749,255,0,4.43555,4.43555,0
HHS Regions,Region 10,2022,13,5471,192,12,3.72875,3.50941,0.219338
HHS Regions,Region 1,2022,14,4464,424,0,9.49821,9.49821,0
HHS Regions,Region 2,2022,14,8600,933,0,10.8488,10.8488,0
HHS Regions,Region 3,2022,14,3405,301,0,8.83994,8.83994,0
HHS Regions,Region 4,2022,14,7142,336,4,4.76057,4.70456,0.0560067
HHS Regions,Region 5,2022,14,17438,2052,7,11.8075,11.7674,0.0401422
HHS Regions,Region 6,2022,14,11378,1629,14,14.4401,14.3171,0.123044
HHS Regions,Region 7,2022,14,4524,351,1,7.78073,7.75862,0.0221043
HHS Regions,Region 8,2022,14,1931,153,1,7.97514,7.92336,0.0517866
HHS Regions,Region 9,2022,14,6250,311,2,5.008,4.976,0.032
HHS Regions,Region 10,2022,14,5365,170,5,3.26188,3.16869,0.0931966
HHS Regions,Region 1,2022,15,4782,501,1,10.4977,10.4768,0.0209118
HHS Regions,Region 2,2022,15,8340,910,0,10.9113,10.9113,0
HHS Regions,Region 3,2022,15,3689,273,0,7.40038,7.40038,0
HHS Regions,Region 4,2022,15,6987,370,2,5.32417,5.29555,0.0286246
HHS Regions,Region 5,2022,15,16285,1993,7,12.2812,12.2383,0.0429843
HHS Regions,Region 6,2022,15,11261,1703,6,15.1763,15.123,0.0532812
HHS Regions,Region 7,2022,15,4344,305,0,7.02118,7.02118,0
HHS Regions,Region 8,2022,15,2074,200,1,9.69142,9.6432,0.048216
HHS Regions,Region 9,2022,15,5855,327,2,5.61913,5.58497,0.0341588
HHS Regions,Region 10,2022,15,5872,262,7,4.58106,4.46185,0.11921
HHS Regions,Region 1,2022,16,4928,461,0,9.35471,9.35471,0
HHS Regions,Region 2,2022,16,8620,676,0,7.84223,7.84223,0
HHS Regions,Region 3,2022,16,3672,217,0,5.90959,5.90959,0
HHS Regions,Region 4,2022,16,7222,421,9,5.95403,5.82941,0.124619
HHS Regions,Region 5,2022,16,18247,1850,23,10.2647,10.1387,0.126048
HHS Regions,Region 6,2022,16,10493,1394,6,13.3422,13.285,0.057181
HHS Regions,Region 7,2022,16,3718,229,0,6.15923,6.15923,0
HHS Regions,Region 8,2022,16,2132,217,0,10.1782,10.1782,0
